quarter,industry1,industry2,occupation1,job_vacancy_rate
"2013-Q1","services","information and communications","clerical, sales and services workers","2.4"
"2013-Q1","services","information and communications","production and transport operators, cleaners and labourers","-"
"2013-Q1","services","financial and insurance services","total","1.9"
"2013-Q1","services","financial and insurance services","professional, managers, executive and technicians","2"
"2013-Q1","services","financial and insurance services","clerical, sales and services workers","1.5"
"2013-Q1","services","financial and insurance services","production and transport operators, cleaners and labourers","-"
"2013-Q1","services","real estate services","total","3.3"
"2013-Q1","services","real estate services","professional, managers, executive and technicians","1.7"
"2013-Q1","services","real estate services","clerical, sales and services workers","3.7"
"2013-Q1","services","real estate services","production and transport operators, cleaners and labourers","4.2"
"2013-Q1","services","professional services","total","2.2"
"2013-Q1","services","professional services","professional, managers, executive and technicians","2.2"
"2013-Q1","services","professional services","clerical, sales and services workers","2.7"
"2013-Q1","services","professional services","production and transport operators, cleaners and labourers","1.7"
"2013-Q1","services","administrative and support services","total","3"
"2013-Q1","services","administrative and support services","professional, managers, executive and technicians","3.5"
"2013-Q1","services","administrative and support services","clerical, sales and services workers","3"
"2013-Q1","services","administrative and support services","production and transport operators, cleaners and labourers","2.7"
"2013-Q1","services","community, social and personal services","total","3.6"
"2013-Q1","services","community, social and personal services","professional, managers, executive and technicians","3.6"
"2013-Q1","services","community, social and personal services","clerical, sales and services workers","3.4"
"2013-Q1","services","community, social and personal services","production and transport operators, cleaners and labourers","4.2"
"2013-Q1","others","others","total","4.2"
"2013-Q1","others","others","professional, managers, executive and technicians","4.6"
"2013-Q1","others","others","clerical, sales and services workers","15.8"
"2013-Q1","others","others","production and transport operators, cleaners and labourers","2.1"
"2013-Q2","total","total","total","2.6"
"2013-Q2","total","total","professional, managers, executive and technicians","2.8"
"2013-Q2","total","total","clerical, sales and services workers","3.2"
"2013-Q2","total","total","production and transport operators, cleaners and labourers","2.1"
"2013-Q2","manufacturing","food, beverages and tobacco","total","1.9"
"2013-Q2","manufacturing","food, beverages and tobacco","professional, managers, executive and technicians","1.8"
"2013-Q2","manufacturing","food, beverages and tobacco","clerical, sales and services workers","3.1"
"2013-Q2","manufacturing","food, beverages and tobacco","production and transport operators, cleaners and labourers","1.4"
"2013-Q2","manufacturing","paper,rubber,plastic products and printing","total","1.9"
"2013-Q2","manufacturing","paper,rubber,plastic products and printing","professional, managers, executive and technicians","2"
"2013-Q2","manufacturing","paper,rubber,plastic products and printing","clerical, sales and services workers","-"
"2013-Q2","manufacturing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers","2"
"2013-Q2","manufacturing","petroleum, chemical and pharmaceutical products","total","2"
"2013-Q2","manufacturing","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians","2"
"2013-Q2","manufacturing","petroleum, chemical and pharmaceutical products","clerical, sales and services workers","-"
"2013-Q2","manufacturing","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers","2.3"
"2013-Q2","manufacturing","fabricated metal products, machinery and equipment","total","1.8"
"2013-Q2","manufacturing","fabricated metal products, machinery and equipment","professional, managers, executive and technicians","2"
"2013-Q2","manufacturing","fabricated metal products, machinery and equipment","clerical, sales and services workers","2"
"2013-Q2","manufacturing","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers","1.7"
"2013-Q2","manufacturing","electronic, computer and optical products","total","2"
"2013-Q2","manufacturing","electronic, computer and optical products","professional, managers, executive and technicians","2.4"
"2013-Q2","manufacturing","electronic, computer and optical products","clerical, sales and services workers","-"
"2013-Q2","manufacturing","electronic, computer and optical products","production and transport operators, cleaners and labourers","1.7"
